claim_id,claim_date,claim_amount,claimant_age,claimant_gender,vehicle_age,vehicle_make,vehicle_type,accident_type,injury_severity,police_report_filed,witness_present,location,day_of_week,time_of_day,weather_conditions,previous_claims,previous_accidents,litigation
CL-10376,2022-08-11,13999.61,40,F,16,Subaru,Sedan,Multiple Vehicle,Major,0,1,Suburban,Thursday,Afternoon,Snow,2,0,1
CL-10377,2024-06-08,6124.24,83,M,11,Nissan,Truck,Single Vehicle,Minor,0,0,Urban,Saturday,Evening,Clear,0,2,0
CL-10378,2023-12-09,68034.04,19,M,6,Audi,Truck,Single Vehicle,Minor,1,1,Urban,Saturday,Evening,Fog,1,0,1
CL-10379,2023-10-05,1863.18,82,M,2,Honda,SUV,Pedestrian Involved,None,0,1,Urban,Thursday,Evening,Hail,0,0,0
CL-10380,2024-06-12,1794.23,84,M,9,Subaru,Luxury,Single Vehicle,Minor,1,1,Suburban,Wednesday,Morning,Clear,0,1,0
CL-10381,2024-11-13,2394.02,69,M,1,Audi,Sedan,Multiple Vehicle,None,0,0,Suburban,Wednesday,Night,Clear,2,1,0
CL-10382,2022-08-25,384.26,79,M,2,Subaru,SUV,Single Vehicle,None,1,0,Urban,Thursday,Morning,Clear,0,1,1
CL-10383,2024-02-28,2615.2,40,F,15,Ford,Compact,Multiple Vehicle,None,1,0,Urban,Wednesday,Evening,Clear,2,1,0
CL-10384,2023-01-25,1976.42,43,F,1,Audi,Luxury,Multiple Vehicle,Minor,1,0,Urban,Wednesday,Night,Clear,0,1,0
CL-10385,2023-06-06,5886.83,72,M,9,Hyundai,Sedan,Single Vehicle,Minor,1,0,Urban,Tuesday,Morning,Fog,2,1,0
CL-10386,2022-04-01,7406.45,23,M,5,Nissan,Truck,Multiple Vehicle,None,1,0,Suburban,Friday,Morning,Fog,2,1,0
CL-10387,2024-06-12,46695.59,52,F,10,Ford,Sedan,Single Vehicle,Moderate,0,1,Suburban,Wednesday,Morning,Clear,3,0,0
CL-10388,2022-01-04,15375.16,39,F,6,Hyundai,Truck,Pedestrian Involved,None,0,0,Urban,Tuesday,Evening,Clear,2,0,1
CL-10389,2024-11-30,2459.51,60,F,14,Mercedes,Luxury,Pedestrian Involved,Minor,1,1,Rural,Saturday,Afternoon,Snow,0,1,0
CL-10390,2023-02-08,1672.21,32,F,5,Honda,Truck,Multiple Vehicle,Major,0,0,Urban,Wednesday,Night,Rain,1,1,0
CL-10391,2024-01-16,8868.87,77,M,19,Honda,Compact,Multiple Vehicle,Minor,0,0,Suburban,Tuesday,Evening,Clear,2,1,0
CL-10392,2024-06-02,1008.0,29,M,8,BMW,Sports,Multiple Vehicle,Moderate,1,0,Urban,Sunday,Night,Rain,2,1,0
CL-10393,2022-05-24,44256.19,66,M,19,BMW,Truck,Multiple Vehicle,Major,1,0,Urban,Tuesday,Evening,Snow,0,0,1
CL-10394,2023-11-08,20238.22,59,M,11,Audi,Compact,Multiple Vehicle,Minor,0,0,Urban,Wednesday,Morning,Fog,1,0,1
CL-10395,2023-10-05,2798.92,55,M,18,Honda,Sports,Single Vehicle,Moderate,1,0,Urban,Thursday,Morning,Clear,0,0,0
CL-10396,2022-09-13,629.07,62,F,19,Audi,Luxury,Multiple Vehicle,Moderate,0,1,Suburban,Tuesday,Afternoon,Clear,0,0,1
CL-10397,2023-09-08,24950.44,52,M,2,BMW,Luxury,Single Vehicle,None,0,1,Suburban,Friday,Afternoon,Fog,0,0,0
CL-10398,2024-11-04,4283.61,47,F,14,Mercedes,Sedan,Multiple Vehicle,None,0,0,Urban,Monday,Night,Clear,2,0,0
CL-10399,2023-09-26,21706.77,47,M,1,Subaru,Compact,Single Vehicle,Major,1,0,Suburban,Tuesday,Afternoon,Rain,0,0,0
CL-10400,2024-04-16,725.37,23,M,1,Hyundai,Compact,Multiple Vehicle,Moderate,1,1,Urban,Tuesday,Afternoon,Clear,0,0,0
CL-10401,2023-10-31,2394.07,84,M,2,Chevrolet,SUV,Single Vehicle,None,1,1,Suburban,Tuesday,Night,Clear,1,0,0
CL-10402,2024-04-04,4945.79,24,M,5,Audi,SUV,Single Vehicle,Minor,1,1,Urban,Thursday,Evening,Clear,3,1,0
CL-10403,2023-08-29,5199.81,69,M,14,Mercedes,Sports,Multiple Vehicle,Moderate,1,1,Urban,Tuesday,Afternoon,Clear,1,0,0
CL-10404,2022-09-18,2863.85,31,F,9,Hyundai,Sports,Animal Involved,Minor,1,0,Urban,Sunday,Evening,Fog,0,0,0
CL-10405,2023-01-28,10377.76,32,F,8,Honda,SUV,Multiple Vehicle,Minor,1,0,Urban,Saturday,Morning,Clear,1,0,0
CL-10406,2024-05-11,1364.93,38,F,0,Subaru,Sports,Single Vehicle,Moderate,0,0,Suburban,Saturday,Afternoon,Snow,3,0,0
CL-10407,2024-02-16,4142.87,52,M,15,Hyundai,Truck,Single Vehicle,Minor,1,0,Urban,Friday,Morning,Snow,1,0,0
CL-10408,2022-12-23,5678.0,83,M,5,Nissan,SUV,Pedestrian Involved,Minor,1,0,Urban,Friday,Morning,Clear,0,2,0
CL-10409,2023-09-09,9111.81,19,F,8,BMW,Compact,Multiple Vehicle,Moderate,1,1,Urban,Saturday,Evening,Rain,1,3,0
CL-10410,2024-04-11,11544.19,52,M,3,Hyundai,Truck,Single Vehicle,Moderate,1,1,Suburban,Thursday,Night,Clear,1,0,0
CL-10411,2022-01-01,1274.65,37,M,1,Chevrolet,Sports,Pedestrian Involved,Minor,1,0,Suburban,Saturday,Afternoon,Rain,0,0,0
CL-10412,2023-09-15,779.82,27,F,3,Mercedes,Luxury,Pedestrian Involved,None,0,1,Urban,Friday,Evening,Clear,0,0,0
CL-10413,2023-08-11,22770.3,42,M,0,Subaru,Sedan,Animal Involved,Minor,1,0,Urban,Friday,Night,Clear,0,0,0
CL-10414,2023-03-07,7323.01,83,F,18,Ford,SUV,Bicycle Involved,Major,0,1,Suburban,Tuesday,Morning,Clear,0,1,0
CL-10415,2024-05-30,2001.83,42,M,9,Hyundai,Luxury,Pedestrian Involved,None,1,1,Urban,Thursday,Afternoon,Rain,2,1,0
CL-10416,2023-10-22,31614.85,71,F,14,Toyota,Sports,Single Vehicle,None,0,1,Urban,Sunday,Morning,Fog,1,0,0
CL-10417,2024-08-10,5646.6,50,M,18,Chevrolet,Compact,Single Vehicle,Minor,0,0,Urban,Saturday,Morning,Clear,1,0,0
CL-10418,2024-06-23,20234.75,53,M,15,Chevrolet,Sedan,Multiple Vehicle,Moderate,0,1,Urban,Sunday,Afternoon,Clear,3,0,1
CL-10419,2024-06-24,5329.55,31,F,3,Toyota,Luxury,Multiple Vehicle,None,0,0,Urban,Monday,Night,Clear,1,0,0
CL-10420,2023-03-14,58273.2,82,M,1,Nissan,Sedan,Multiple Vehicle,None,0,1,Suburban,Tuesday,Night,Snow,0,0,0
CL-10421,2024-11-12,40392.89,71,M,12,Ford,SUV,Multiple Vehicle,None,0,0,Urban,Tuesday,Afternoon,Clear,0,0,0
CL-10422,2024-08-27,3645.48,69,F,0,BMW,Sports,Multiple Vehicle,Moderate,1,0,Suburban,Tuesday,Afternoon,Rain,2,0,0
CL-10423,2022-12-14,15770.32,20,M,16,Mercedes,Compact,Multiple Vehicle,None,1,0,Urban,Wednesday,Evening,Clear,2,0,1
CL-10424,2022-06-23,10662.1,58,F,12,Subaru,Sports,Single Vehicle,None,1,0,Suburban,Thursday,Evening,Clear,0,0,0
CL-10425,2023-08-05,25396.28,23,M,3,Mercedes,Sedan,Single Vehicle,Minor,1,1,Urban,Saturday,Morning,Snow,1,0,0
CL-10426,2024-11-21,1543.94,42,M,6,Ford,Luxury,Multiple Vehicle,Moderate,1,1,Urban,Thursday,Afternoon,Rain,1,0,1
CL-10427,2023-11-18,11195.44,30,M,16,Mercedes,SUV,Multiple Vehicle,Minor,1,0,Urban,Saturday,Night,Rain,0,0,0
CL-10428,2022-07-11,17502.68,25,M,8,Toyota,SUV,Single Vehicle,None,0,1,Urban,Monday,Morning,Clear,0,0,0
CL-10429,2023-04-27,595.57,38,F,3,Chevrolet,Sports,Multiple Vehicle,Minor,0,1,Urban,Thursday,Morning,Snow,0,0,0
CL-10430,2023-09-28,1188.08,42,M,18,Mercedes,Luxury,Multiple Vehicle,Major,1,0,Suburban,Thursday,Morning,Clear,0,0,1
CL-10431,2023-04-06,425.35,62,F,0,Audi,Luxury,Multiple Vehicle,Minor,1,0,Urban,Thursday,Morning,Fog,1,1,0
CL-10432,2023-02-12,3557.14,77,M,9,Hyundai,Sedan,Single Vehicle,Major,0,0,Rural,Sunday,Night,Clear,1,0,0
CL-10433,2022-10-29,11626.6,29,M,3,Ford,Sports,Multiple Vehicle,Moderate,1,0,Rural,Saturday,Morning,Clear,4,0,1
CL-10434,2022-02-20,29816.84,49,M,8,Nissan,Sports,Single Vehicle,None,0,0,Urban,Sunday,Afternoon,Clear,0,0,1
CL-10435,2022-04-05,5371.78,30,M,12,Audi,Truck,Bicycle Involved,Minor,1,0,Rural,Tuesday,Evening,Clear,4,0,0
CL-10436,2023-05-17,34694.58,48,F,13,Toyota,Sports,Single Vehicle,None,1,0,Urban,Wednesday,Night,Clear,0,2,0
CL-10437,2024-08-31,938.12,37,F,9,Honda,SUV,Multiple Vehicle,Minor,1,1,Urban,Saturday,Afternoon,Snow,1,1,0
CL-10438,2022-05-30,636.47,35,F,5,Toyota,Sedan,Single Vehicle,None,0,1,Urban,Monday,Afternoon,Rain,0,1,0
CL-10439,2024-07-21,4597.84,77,F,15,Nissan,Luxury,Multiple Vehicle,None,1,0,Urban,Sunday,Afternoon,Hail,1,1,0
CL-10440,2024-04-28,7792.2,80,M,5,Nissan,Sports,Multiple Vehicle,Major,1,0,Urban,Sunday,Evening,Clear,0,0,0
CL-10441,2023-02-03,4725.68,23,F,16,Audi,Sedan,Single Vehicle,None,1,0,Rural,Friday,Evening,Clear,3,0,0
CL-10442,2024-02-26,411.2,49,F,9,Hyundai,Sports,Multiple Vehicle,Moderate,1,0,Urban,Monday,Evening,Snow,1,0,0
CL-10443,2024-10-09,4416.29,60,M,17,Ford,Luxury,Single Vehicle,None,0,0,Urban,Wednesday,Afternoon,Clear,1,0,0
CL-10444,2024-03-29,1027.25,19,M,17,BMW,Compact,Multiple Vehicle,None,0,1,Suburban,Friday,Evening,Clear,0,0,0
CL-10445,2023-05-15,10977.54,77,M,2,Chevrolet,Luxury,Multiple Vehicle,Moderate,1,1,Urban,Monday,Morning,Snow,1,0,0
CL-10446,2022-10-30,7630.57,40,M,19,Audi,Luxury,Multiple Vehicle,Minor,1,0,Urban,Sunday,Evening,Clear,0,1,0
CL-10447,2022-01-12,1591.04,48,F,14,Nissan,Luxury,Pedestrian Involved,Moderate,1,0,Suburban,Wednesday,Night,Clear,0,1,1
CL-10448,2022-08-07,2652.77,22,F,14,Honda,Sports,Multiple Vehicle,None,0,1,Urban,Sunday,Afternoon,Snow,1,1,0
CL-10449,2024-05-20,1378.77,51,M,3,Subaru,Truck,Multiple Vehicle,Minor,0,1,Urban,Monday,Afternoon,Clear,1,0,0
CL-10450,2023-03-25,4558.66,27,M,8,Nissan,Luxury,Single Vehicle,Moderate,1,1,Urban,Saturday,Morning,Snow,1,1,0
CL-10451,2022-12-27,15462.47,19,M,18,Hyundai,SUV,Multiple Vehicle,Minor,0,0,Urban,Tuesday,Evening,Clear,0,0,0
CL-10452,2024-11-26,1505.87,28,F,16,Hyundai,SUV,Multiple Vehicle,Minor,1,0,Rural,Tuesday,Evening,Rain,1,0,0
CL-10453,2024-08-09,8998.88,67,F,10,Nissan,Sedan,Single Vehicle,Major,0,0,Suburban,Friday,Night,Clear,0,0,0
CL-10454,2022-04-13,2601.1,48,M,8,Hyundai,Truck,Pedestrian Involved,Minor,0,1,Urban,Wednesday,Morning,Rain,0,0,0
CL-10455,2023-05-26,1897.99,73,M,9,Audi,Sedan,Single Vehicle,Major,0,0,Urban,Friday,Night,Clear,1,0,0
CL-10456,2022-09-06,4322.39,26,F,17,Nissan,SUV,Pedestrian Involved,Moderate,0,0,Urban,Tuesday,Night,Snow,0,1,1
CL-10457,2024-07-23,1419.0,38,M,19,Nissan,SUV,Single Vehicle,Moderate,1,0,Rural,Tuesday,Afternoon,Clear,0,0,0
CL-10458,2022-10-01,2529.11,45,M,12,Ford,Compact,Pedestrian Involved,None,0,1,Urban,Saturday,Afternoon,Clear,0,1,0
CL-10459,2024-08-09,1167.41,79,F,7,Chevrolet,Luxury,Multiple Vehicle,None,1,0,Urban,Friday,Evening,Rain,0,0,0
CL-10460,2024-12-23,51930.95,24,M,6,Honda,SUV,Single Vehicle,Moderate,1,0,Suburban,Monday,Evening,Clear,2,0,0
CL-10461,2023-10-12,5127.21,33,F,16,Hyundai,Sports,Single Vehicle,None,1,1,Rural,Thursday,Night,Clear,1,1,0
CL-10462,2024-06-25,2122.46,21,M,14,Ford,Sports,Multiple Vehicle,None,0,1,Urban,Tuesday,Evening,Clear,2,1,0
CL-10463,2024-10-30,6353.59,21,M,19,BMW,Sedan,Animal Involved,None,1,0,Urban,Wednesday,Night,Clear,1,2,0
CL-10464,2024-05-23,4295.0,57,F,14,BMW,Sedan,Single Vehicle,None,1,0,Urban,Thursday,Evening,Clear,1,1,0
CL-10465,2024-07-02,3770.02,34,F,0,Mercedes,Luxury,Single Vehicle,Major,1,1,Urban,Tuesday,Evening,Clear,2,0,0
CL-10466,2022-11-22,10270.18,69,M,13,Audi,Luxury,Multiple Vehicle,Moderate,1,1,Suburban,Tuesday,Afternoon,Clear,0,0,0
CL-10467,2024-08-30,12197.78,69,F,4,Audi,Compact,Multiple Vehicle,Minor,1,1,Suburban,Friday,Afternoon,Rain,0,0,0
CL-10468,2024-07-10,2600.34,53,M,10,Toyota,Truck,Multiple Vehicle,None,0,0,Suburban,Wednesday,Afternoon,Clear,0,1,0
CL-10469,2023-06-15,2462.71,55,M,15,Honda,Sedan,Multiple Vehicle,Moderate,0,0,Urban,Thursday,Afternoon,Clear,0,0,1
CL-10470,2023-05-22,3533.12,67,F,1,Nissan,Luxury,Single Vehicle,Minor,1,0,Urban,Monday,Morning,Sleet,0,0,0
CL-10471,2023-07-22,310.35,80,M,7,Hyundai,Sedan,Bicycle Involved,Major,0,0,Urban,Saturday,Afternoon,Snow,0,0,0
CL-10472,2024-12-03,797.73,80,M,10,Honda,Luxury,Multiple Vehicle,Minor,0,1,Urban,Tuesday,Morning,Clear,1,0,0
CL-10473,2024-09-19,25342.78,79,F,17,Mercedes,SUV,Single Vehicle,None,1,0,Suburban,Thursday,Afternoon,Clear,0,2,0
CL-10474,2023-05-05,35382.1,24,F,2,Toyota,Sedan,Multiple Vehicle,Minor,0,0,Urban,Friday,Evening,Fog,0,0,0
CL-10475,2023-07-17,3645.16,44,M,0,Ford,SUV,Multiple Vehicle,Major,0,1,Urban,Monday,Night,Clear,1,0,0
CL-10476,2024-06-19,9816.98,31,F,10,Honda,Sedan,Multiple Vehicle,Minor,1,0,Urban,Wednesday,Evening,Clear,1,1,0
CL-10477,2022-06-08,7140.23,22,F,15,Ford,Truck,Multiple Vehicle,Minor,1,0,Urban,Wednesday,Evening,Clear,2,0,0
CL-10478,2023-08-09,197729.85,72,F,17,BMW,Compact,Single Vehicle,None,0,0,Urban,Wednesday,Morning,Rain,0,1,0
CL-10479,2023-04-26,18835.33,19,F,15,Hyundai,Sports,Multiple Vehicle,Moderate,1,1,Suburban,Wednesday,Afternoon,Clear,1,0,0
CL-10480,2023-07-11,4215.4,79,M,9,Mercedes,Sports,Pedestrian Involved,Moderate,1,0,Urban,Tuesday,Night,Rain,1,1,1
CL-10481,2023-11-19,1561.42,38,M,17,Nissan,Sports,Single Vehicle,None,1,0,Suburban,Sunday,Night,Rain,1,0,0
CL-10482,2023-10-17,714.99,38,M,5,Hyundai,SUV,Multiple Vehicle,Minor,1,1,Urban,Tuesday,Afternoon,Clear,0,0,0
CL-10483,2022-06-15,6273.92,27,F,18,Chevrolet,Luxury,Pedestrian Involved,None,0,1,Urban,Wednesday,Morning,Snow,0,0,0
CL-10484,2022-10-11,1983.03,75,F,3,Audi,Sports,Animal Involved,None,1,1,Rural,Tuesday,Morning,Clear,5,0,0
CL-10485,2022-11-05,891.85,56,F,12,Mercedes,Truck,Multiple Vehicle,None,1,0,Urban,Saturday,Morning,Clear,1,1,0
CL-10486,2023-04-19,2262.24,22,F,13,Honda,Sports,Multiple Vehicle,None,1,0,Suburban,Wednesday,Night,Clear,1,1,0
CL-10487,2024-02-24,1342.3,82,F,2,Hyundai,Sedan,Multiple Vehicle,Minor,1,1,Urban,Saturday,Morning,Clear,0,0,0
CL-10488,2022-11-09,37218.83,30,F,9,Subaru,SUV,Bicycle Involved,None,1,1,Urban,Wednesday,Morning,Clear,1,0,0
CL-10489,2023-03-15,14157.05,70,F,5,Audi,Sedan,Pedestrian Involved,None,1,1,Suburban,Wednesday,Night,Clear,0,0,0
CL-10490,2022-05-12,4867.97,62,M,0,Audi,Sedan,Single Vehicle,Moderate,0,0,Suburban,Thursday,Night,Clear,0,0,0
CL-10491,2024-04-29,29025.59,49,M,13,Subaru,Sedan,Multiple Vehicle,Minor,1,0,Suburban,Monday,Evening,Clear,2,0,0
CL-10492,2024-04-14,5392.92,53,F,7,Toyota,Compact,Multiple Vehicle,Minor,1,0,Urban,Sunday,Night,Clear,0,0,0
CL-10493,2023-11-09,1748.4,77,F,18,Toyota,Compact,Multiple Vehicle,Minor,1,0,Urban,Thursday,Afternoon,Rain,0,0,0
CL-10494,2024-08-12,30569.22,28,F,13,Subaru,Luxury,Multiple Vehicle,Minor,1,0,Suburban,Monday,Night,Clear,0,1,0
CL-10495,2024-05-01,9383.35,80,M,9,Chevrolet,SUV,Multiple Vehicle,None,1,1,Suburban,Wednesday,Night,Rain,1,0,0
CL-10496,2022-05-08,1415.59,38,M,16,BMW,Truck,Animal Involved,Moderate,1,1,Urban,Sunday,Morning,Clear,0,0,0
CL-10497,2023-02-28,3911.18,69,F,8,Subaru,Truck,Single Vehicle,None,0,0,Urban,Tuesday,Evening,Clear,0,0,0
CL-10498,2024-05-10,1718.59,72,F,5,BMW,Truck,Single Vehicle,Minor,1,1,Suburban,Friday,Morning,Clear,0,1,0
CL-10499,2024-03-08,935.09,43,M,10,Hyundai,Sedan,Multiple Vehicle,None,0,1,Urban,Friday,Evening,Clear,1,0,0
CL-10500,2022-02-10,14934.26,51,M,6,Chevrolet,Compact,Multiple Vehicle,Moderate,1,0,Urban,Thursday,Morning,Clear,1,0,1
CL-10501,2024-02-19,48596.17,69,M,16,Mercedes,SUV,Single Vehicle,Minor,0,0,Suburban,Monday,Afternoon,Clear,2,1,1
CL-10502,2024-09-03,917.56,69,M,0,BMW,Sedan,Single Vehicle,Minor,1,1,Urban,Tuesday,Morning,Sleet,1,0,0
CL-10503,2022-01-13,9658.2,46,F,4,Audi,Compact,Multiple Vehicle,None,0,1,Urban,Thursday,Morning,Sleet,0,0,0
CL-10504,2023-12-22,2251.22,55,M,8,Hyundai,Compact,Pedestrian Involved,Minor,1,1,Suburban,Friday,Afternoon,Clear,2,0,0
CL-10505,2023-09-04,2739.28,59,M,17,Audi,Sports,Multiple Vehicle,Major,1,0,Urban,Monday,Afternoon,Rain,2,0,0
CL-10506,2024-03-09,2414.21,38,F,1,Chevrolet,Sports,Multiple Vehicle,Moderate,1,1,Suburban,Saturday,Night,Clear,1,2,0
CL-10507,2024-05-08,1742.74,59,M,10,BMW,SUV,Single Vehicle,None,0,1,Urban,Wednesday,Morning,Clear,0,0,0
CL-10508,2023-03-28,5209.43,30,M,5,Ford,SUV,Multiple Vehicle,None,1,0,Urban,Tuesday,Afternoon,Rain,2,0,0
CL-10509,2024-09-26,1813.22,81,M,7,Chevrolet,SUV,Multiple Vehicle,Major,1,1,Urban,Thursday,Afternoon,Clear,0,0,1
CL-10510,2023-03-26,6799.12,34,F,3,Chevrolet,Sedan,Multiple Vehicle,Minor,0,1,Rural,Sunday,Night,Clear,1,0,0
CL-10511,2023-07-13,4627.23,26,M,17,Ford,Luxury,Single Vehicle,Minor,1,1,Urban,Thursday,Evening,Clear,0,0,0
CL-10512,2024-06-11,3689.56,58,F,10,Hyundai,SUV,Single Vehicle,Major,0,1,Urban,Tuesday,Afternoon,Clear,0,1,1
CL-10513,2024-09-21,1653.95,18,F,4,BMW,Sports,Single Vehicle,Moderate,1,1,Urban,Saturday,Afternoon,Clear,0,1,0
CL-10514,2022-03-01,2459.9,19,M,14,BMW,Luxury,Multiple Vehicle,Minor,0,1,Urban,Tuesday,Morning,Clear,0,0,0
CL-10515,2024-03-07,12166.84,77,M,17,Audi,Sedan,Pedestrian Involved,Minor,1,0,Urban,Thursday,Night,Clear,0,0,0
CL-10516,2023-11-20,8965.15,65,M,1,Chevrolet,Luxury,Pedestrian Involved,None,1,1,Urban,Monday,Morning,Clear,0,1,0
CL-10517,2024-04-08,1520.71,46,M,10,Chevrolet,Truck,Multiple Vehicle,Moderate,1,0,Urban,Monday,Evening,Rain,2,2,0
CL-10518,2022-12-05,5536.95,27,F,12,Nissan,Luxury,Multiple Vehicle,None,0,0,Urban,Monday,Night,Clear,3,1,0
CL-10519,2024-08-15,12108.52,75,M,3,Mercedes,SUV,Bicycle Involved,None,1,0,Suburban,Thursday,Morning,Rain,1,1,1
CL-10520,2022-09-19,662.96,77,M,6,Chevrolet,Sedan,Single Vehicle,None,1,1,Suburban,Monday,Afternoon,Rain,0,2,0
CL-10521,2024-12-29,9433.59,38,M,10,Honda,SUV,Multiple Vehicle,None,0,1,Urban,Sunday,Afternoon,Rain,3,1,0
CL-10522,2022-02-25,2219.09,45,F,3,Mercedes,Sports,Bicycle Involved,Minor,1,0,Urban,Friday,Night,Rain,0,0,0
CL-10523,2024-03-17,9747.03,51,M,14,Honda,Truck,Multiple Vehicle,Minor,0,0,Suburban,Sunday,Afternoon,Clear,0,0,0
CL-10524,2022-02-25,1966.65,25,M,0,BMW,Sports,Bicycle Involved,Minor,0,0,Suburban,Friday,Morning,Clear,1,0,0
CL-10525,2022-06-21,563.49,76,F,2,Mercedes,SUV,Animal Involved,None,0,1,Urban,Tuesday,Night,Clear,1,2,0
CL-10526,2024-05-27,697.11,66,F,13,Chevrolet,SUV,Multiple Vehicle,Major,0,0,Rural,Monday,Afternoon,Sleet,0,1,1
CL-10527,2022-10-05,5206.7,34,M,5,Ford,SUV,Pedestrian Involved,None,1,1,Urban,Wednesday,Afternoon,Clear,0,0,0
CL-10528,2024-08-03,6712.1,77,M,17,Audi,Compact,Multiple Vehicle,Moderate,1,1,Urban,Saturday,Evening,Clear,2,0,0
CL-10529,2023-01-08,1660.41,62,M,0,Honda,Truck,Multiple Vehicle,Major,0,0,Urban,Sunday,Evening,Clear,2,1,0
CL-10530,2022-04-13,10575.67,49,M,5,Mercedes,SUV,Multiple Vehicle,Minor,1,1,Rural,Wednesday,Night,Hail,1,1,0
CL-10531,2023-06-17,669.26,61,M,5,Chevrolet,SUV,Single Vehicle,Minor,1,0,Urban,Saturday,Evening,Clear,0,1,0
CL-10532,2024-02-16,4540.1,82,F,15,Mercedes,Sports,Multiple Vehicle,Major,0,0,Suburban,Friday,Morning,Clear,1,0,0
CL-10533,2023-11-02,1149.15,25,F,4,Chevrolet,Sports,Multiple Vehicle,None,1,0,Urban,Thursday,Afternoon,Clear,1,1,0
CL-10534,2023-03-10,2248.0,60,M,16,Chevrolet,SUV,Single Vehicle,Minor,0,0,Urban,Friday,Afternoon,Sleet,1,0,0
CL-10535,2024-07-20,5202.42,18,M,9,Chevrolet,Sedan,Single Vehicle,Minor,0,0,Urban,Saturday,Afternoon,Clear,1,2,1
CL-10536,2023-11-01,1750.23,68,F,17,Nissan,Compact,Single Vehicle,None,0,0,Suburban,Wednesday,Night,Clear,1,0,0
CL-10537,2023-11-23,3098.07,41,M,6,Audi,Sports,Multiple Vehicle,Moderate,0,1,Urban,Thursday,Night,Rain,1,0,0
CL-10538,2024-02-16,16441.29,41,M,2,Ford,Sedan,Animal Involved,Moderate,0,0,Urban,Friday,Evening,Clear,1,0,0
CL-10539,2023-07-24,2459.54,34,M,12,Ford,Compact,Animal Involved,Moderate,0,1,Urban,Monday,Afternoon,Snow,1,1,1
CL-10540,2024-05-13,13397.6,22,M,14,Mercedes,SUV,Multiple Vehicle,None,1,1,Suburban,Monday,Afternoon,Clear,0,1,0
CL-10541,2023-06-01,1266.93,37,M,19,Mercedes,Truck,Pedestrian Involved,None,1,1,Urban,Thursday,Afternoon,Clear,2,0,0
CL-10542,2022-06-17,9281.38,38,F,18,Chevrolet,Luxury,Multiple Vehicle,Minor,0,0,Urban,Friday,Afternoon,Snow,1,0,1
CL-10543,2024-08-21,27719.25,75,M,2,Nissan,Luxury,Multiple Vehicle,None,0,0,Urban,Wednesday,Afternoon,Sleet,1,0,0
CL-10544,2022-02-09,253.16,48,M,3,Chevrolet,SUV,Multiple Vehicle,Minor,1,0,Rural,Wednesday,Morning,Clear,1,0,0
CL-10545,2022-04-17,1888.85,28,M,4,Nissan,Sports,Single Vehicle,Minor,1,1,Suburban,Sunday,Afternoon,Clear,1,0,0
CL-10546,2023-12-18,9823.05,69,F,0,Chevrolet,Sedan,Bicycle Involved,Minor,1,0,Suburban,Monday,Morning,Snow,1,1,0
CL-10547,2023-04-05,3851.99,32,F,3,Honda,Truck,Multiple Vehicle,Minor,1,0,Urban,Wednesday,Afternoon,Clear,0,0,0
CL-10548,2022-05-21,7672.33,24,F,11,Honda,Compact,Multiple Vehicle,Minor,0,0,Urban,Saturday,Night,Fog,0,0,0
CL-10549,2022-03-24,2380.86,45,F,9,BMW,SUV,Multiple Vehicle,None,0,0,Rural,Thursday,Night,Fog,1,0,1
CL-10550,2022-03-05,5452.93,68,M,19,Chevrolet,Truck,Multiple Vehicle,None,1,1,Urban,Saturday,Morning,Clear,0,0,0
CL-10551,2023-05-22,4077.29,75,F,12,Audi,Truck,Single Vehicle,Minor,1,0,Urban,Monday,Afternoon,Sleet,0,1,0
CL-10552,2023-02-13,19957.06,22,M,13,BMW,Sports,Multiple Vehicle,Minor,1,0,Urban,Monday,Night,Clear,0,1,1
CL-10553,2022-02-11,6669.53,22,M,4,Mercedes,Compact,Single Vehicle,Moderate,0,0,Rural,Friday,Night,Rain,2,2,0
CL-10554,2022-11-09,7369.63,25,F,3,Hyundai,Truck,Multiple Vehicle,Moderate,1,0,Urban,Wednesday,Afternoon,Clear,1,0,1
CL-10555,2023-05-04,2998.14,81,F,13,Chevrolet,Sports,Multiple Vehicle,Major,1,0,Urban,Thursday,Afternoon,Snow,1,0,0
CL-10556,2022-09-16,2737.7,27,F,9,Honda,Sedan,Multiple Vehicle,None,1,0,Suburban,Friday,Night,Rain,0,1,0
CL-10557,2024-08-27,2924.65,55,F,16,Hyundai,Sports,Multiple Vehicle,None,1,1,Urban,Tuesday,Afternoon,Rain,1,0,1
CL-10558,2022-08-23,7889.93,25,F,9,Nissan,Sedan,Multiple Vehicle,None,1,1,Urban,Tuesday,Evening,Fog,0,0,0
CL-10559,2023-03-23,2965.55,42,M,6,Hyundai,Sedan,Multiple Vehicle,Moderate,1,0,Rural,Thursday,Afternoon,Clear,1,2,1
CL-10560,2024-08-10,6958.57,83,F,15,Audi,Truck,Multiple Vehicle,Minor,1,0,Rural,Saturday,Night,Clear,0,1,0
CL-10561,2023-06-09,59306.9,67,F,0,Chevrolet,Sports,Multiple Vehicle,Moderate,1,1,Suburban,Friday,Night,Snow,1,1,0
CL-10562,2024-01-26,13979.53,84,F,16,Ford,Sedan,Multiple Vehicle,Minor,1,0,Suburban,Friday,Morning,Rain,2,1,1
CL-10563,2022-12-10,3323.49,66,M,8,Hyundai,Compact,Pedestrian Involved,Major,0,0,Urban,Saturday,Evening,Fog,1,0,0
